Transaction ID,Transaction Date,Release Date,CustomerID,CustFirstName,CustLastName,CivilStatus,Gender,CustBirthday,CustSegment,VehicleID,Color,Manufacturer,Model,ModelYear,Type,TransmissionType,FuelType,SRP,EmployeeID,EmpFirstName,EmpLastName,EmpDesignation,BranchID,DiscountProvided,MiscellaneousFees,PaymentMethod,PlateNumber
TXN-AV-5563-137,28/09/2024,05/10/2024,CUST05422,Aaron,Velasco,Married,Male,28607,Personal,VEH088GRNMT-DSL,Green,Isuzu,D-MAX,2026,Pick-Up,Manual,Diesel,1690000,EMP0137,Angela,Padilla,Mid-Level,BR031,24500,32000,Cash,HUM 3640
TXN-LM-5210-174,11/10/2023,16/10/2023,CUST05670,Lara,Martinez,Married,Female,25752,Personal,VEH074SLVMT-DSL,Silver,Isuzu,Traviz,2020,Utility,Manual,Diesel,1060000,EMP0174,Harold,Salazar,Mid-Level,BR039,0,82500,Bank Financing,EUB 6463
TXN-CD-4942-039,16/01/2023,23/01/2023,CUST08005,Christian,Dela Cruz,Single,Male,39619,Personal,VEH017SLVAT-HYB,Silver,Chery,Tiggo 8 Pro,2023,SUV,Automatic,Hybrid,2080000,EMP0039,Julius,Aquino,Senior,BR009,0,79500,Bank Financing,OFU 8493
TXN-JS-4433-070,25/08/2021,03/09/2021,CUST06128,Juan,Sy,Single,Male,27755,Personal,VEH058GRYAT-DSL,Gray,Mitsubishi,Montero Sport,2023,SUV,Automatic,Diesel,2080000,EMP0070,Miguel,Pascual,Junior,BR016,48000,39000,Cash,LHR 0567
TXN-RF-5420-113,08/05/2024,14/05/2024,CUST08973,Renz,Flores,Single,Male,38719,Personal,VEH017BRZAT-GAS,Bronze,Chery,Tiggo 8 Pro,2023,SUV,Automatic,Gas,1840000,EMP0113,Jasmin,Torres,Manager,BR026,29500,18500,Bank Financing,WDD 5939
TXN-MR-4632-019,12/03/2022,18/03/2022,CUST05611,Marco,Ramos,Divorced,Male,23017,Personal,VEH045BRZAT-GAS,Bronze,GAC,GS3 Emzoom,2026,SUV,Automatic,Gas,1420000,EMP0019,Francis,Lim,Manager,BR005,0,65500,Bank Financing,RSV 8811
TXN-PS-5494-093,21/07/2024,30/07/2024,CUST08622,Paulo,Salazar,Married,Male,37959,Personal,VEH038ORGMT-DSL,Orange,Toyota,Fortuner,2023,SUV,Manual,Diesel,2260000,EMP0093,Cedric,Villanueva,Mid-Level,BR021,15500,59500,Bank Financing,DGF 1102
TXN-DC-6192-125,19/06/2026,27/06/2026,CUST00975,Danica,Chua,Single,Female,38653,Personal,VEH008BRZAT-HYB,Bronze,Ford,Territory,2025,SUV,Automatic,Hybrid,2020000,EMP0125,Miguel,Fernandez,Senior,BR028,19500,77500,Bank Financing,RNC 9332
TXN-ST-5796-178,19/05/2025,26/05/2025,CUST00061,Sarah,Tan,Married,Female,30225,Personal,VEH056REDAT-GAS,Red,Suzuki,Dzire,2025,Sedan,Automatic,Gas,1040000,EMP0178,Emmanuel,Soriano,Mid-Level,BR040,139000,46000,Trade-in + Financing,YRS 0742
TXN-EC-4174-036,09/12/2020,15/12/2020,CUST08771,Emmanuel,Chan,Married,Male,36885,Business,VEH059SLVAT-GAS,Silver,Volkswagen,T-Cross,2024,SUV,Automatic,Gas,1490000,EMP0036,Marian,Valdez,Junior,BR008,36500,32500,Cash,SQS 4065
TXN-JR-5859-085,21/07/2025,26/07/2025,CUST01292,Jayson,Rosales,Single,Male,34687,Personal,VEH018PRLAT-DSL,Pearl White,Nissan,Terra,2025,SUV,Automatic,Diesel,2180000,EMP0085,Kristine,Lorenzo,Mid-Level,BR019,55500,55000,Bank Financing,OWO 7466
TXN-RV-5325-130,03/02/2024,13/02/2024,CUST06326,Rey,Villanueva,Married,Male,19584,Personal,VEH099BRZCVT-GAS,Bronze,Honda,City,2022,Sedan,CVT,Gas,1110000,EMP0130,Ronald,Estrada,Senior,BR029,0,50500,Bank Financing,QTZ 6277
TXN-AG-5956-022,26/10/2025,29/10/2025,CUST00059,Abigail,Gonzales,Single,Female,35742,Business,VEH078ORGAT-HYB,Orange,Hyundai,Tucson,2025,SUV,Automatic,Hybrid,2080000,EMP0022,Marian,Manalo,Junior,BR005,74000,54500,Cash,GUU 6000
TXN-AD-5425-002,13/05/2024,20/05/2024,CUST06996,Angelica,Del Rosario,Married,Female,30787,Personal,VEH038BRZAT-DSL,Bronze,Toyota,Fortuner,2023,SUV,Automatic,Diesel,2440000,EMP0002,Irene,Lim,Mid-Level,BR001,65000,76000,Bank Financing,LBF 4942
TXN-AV-3910-057,20/03/2020,23/03/2020,CUST03336,Abigail,Valdez,Married,Female,31746,Business,VEH063BGEAT-GAS,Beige,Peugeot,5008,2024,SUV,Automatic,Gas,2570000,EMP0057,Carlos,Fernandez,Senior,BR013,21500,55000,In-house Financing,XZQ 9722
TXN-MS-4582-092,21/01/2022,27/01/2022,CUST01129,Mae,Santos,Single,Female,30320,Personal,VEH060BRZCVT-GAS,Bronze,Toyota,Corolla Altis,2022,Sedan,CVT,Gas,1450000,EMP0092,Emmanuel,Fernandez,Junior,BR021,0,68000,In-house Financing,FXE 0587
TXN-MP-4711-112,30/05/2022,06/06/2022,CUST02220,Mikaela,Perez,Single,Female,27129,Personal,VEH065GRYMT-DSL,Gray,Foton,Transvan,2025,Van,Manual,Diesel,1480000,EMP0112,Michelle,Fernandez,Senior,BR025,12500,26000,Cash,WDC 2485
TXN-MT-4031-124,19/07/2020,28/07/2020,CUST00128,Michelle,Torres,Single,Female,36786,Personal,VEH003ORGMT-GAS,Orange,Toyota,Avanza,2023,MPV,Manual,Gas,1200000,EMP0124,Samantha,Fernandez,Mid-Level,BR028,15500,26500,Company Purchase,FCX 1388
TXN-NA-6086-123,05/03/2026,11/03/2026,CUST06812,Nikko,Alcantara,Divorced,Male,30488,Personal,VEH088PRLMT-DSL,Pearl White,Isuzu,D-MAX,2026,Pick-Up,Manual,Diesel,1690000,EMP0123,Nathan,Bernardo,Senior,BR028,129000,82500,Bank Financing,JCL 5140
TXN-KU-6153-049,11/05/2026,15/05/2026,CUST05544,Karen,Uy,Married,Female,30496,Personal,VEH016GRYAT-DSL,Gray,Toyota,Innova,2020,MPV,Automatic,Diesel,1630000,EMP0049,Dianne,De Leon,Senior,BR011,51000,82500,Bank Financing,LGE 8433
TXN-AM-6103-137,22/03/2026,29/03/2026,CUST07973,Aileen,Manalo,Married,Female,18486,Personal,VEH022BRNCVT-GAS,Brown,Honda,City,2024,Sedan,CVT,Gas,1180000,EMP0137,Angela,Padilla,Mid-Level,BR031,140000,83500,Bank Financing,WJD 2914
TXN-JY-4577-025,16/01/2022,19/01/2022,CUST02816,Jasmine,Yu,Single,Female,39111,Personal,VEH063BGEAT-GAS,Beige,Peugeot,5008,2024,SUV,Automatic,Gas,2570000,EMP0025,Mikaela,Aquino,Mid-Level,BR006,53500,43000,Bank Financing,PMB 4139
TXN-AG-5294-118,03/01/2024,07/01/2024,CUST05676,Anne,Garcia,Single,Female,38662,Personal,VEH020BGEAT-DSL,Beige,Ford,Raptor,2023,Pick-Up,Automatic,Diesel,2520000,EMP0118,Edwin,Santiago,Manager,BR027,8000,33500,Bank Financing,XGN 9470
TXN-PC-5055-170,09/05/2023,12/05/2023,CUST01266,Patricia,Cabrera,Married,Female,37698,Personal,VEH073REDAT-ELEC,Red,Nissan,Leaf,2026,Hatchback,Automatic,Electric,3090000,EMP0170,Jasmine,Estrada,Mid-Level,BR038,0,78000,In-house Financing,GKR 0216
TXN-DF-5375-102,24/03/2024,01/04/2024,CUST00990,Daniel,Fajardo,Married,Male,21846,Personal,VEH003ORGMT-GAS,Orange,Toyota,Avanza,2023,MPV,Manual,Gas,1200000,EMP0102,Grace,Estrada,Mid-Level,BR023,4000,79500,Bank Financing,QHV 1443
TXN-PF-4501-075,01/11/2021,10/11/2021,CUST00784,Patricia,Fernandez,Single,Female,38588,Personal,VEH099GRYCVT-GAS,Gray,Honda,City,2022,Sedan,CVT,Gas,1110000,EMP0075,Patricia,Del Rosario,Senior,BR017,0,25500,Trade-in + Financing,PKV 1791
TXN-JJ-6018-099,27/12/2025,30/12/2025,CUST06507,Jerome,Jacinto,Single,Male,38797,Personal,VEH008BRZAT-HYB,Bronze,Ford,Territory,2025,SUV,Automatic,Hybrid,2020000,EMP0099,Julius,Manalo,Junior,BR022,75000,41500,Bank Financing,BZE 4767
TXN-RA-5538-026,03/09/2024,11/09/2024,CUST00541,Ryan,Aquino,Married,Male,26454,Personal,VEH016BRNMT-DSL,Brown,Toyota,Innova,2020,MPV,Manual,Diesel,1460000,EMP0026,Marian,Estrada,Senior,BR006,0,69500,Cash,ILC 4158
TXN-FJ-4848-047,14/10/2022,21/10/2022,CUST05144,Francis,Jacinto,Married,Male,20415,Personal,VEH070ORGAT-DSL,Orange,Chevrolet,Trailblazer,2024,SUV,Automatic,Diesel,2140000,EMP0047,Kristine,Villanueva,Junior,BR011,0,28000,Cash,DYU 5500
TXN-AT-5401-086,19/04/2024,29/04/2024,CUST00198,Angela,Torres,Single,Female,38890,Personal,VEH012ORGCVT-GAS,Orange,Chery,Tiggo 2 Pro,2023,SUV,CVT,Gas,1020000,EMP0086,Kathleen,Ong,Manager,BR020,86500,29500,Trade-in + Financing,RDQ 9165
TXN-JR-6031-127,09/01/2026,15/01/2026,CUST03197,Jasmine,Rosales,Married,Female,31412,Business,VEH011BRZMT-DSL,Bronze,Isuzu,D-MAX,2025,Pick-Up,Manual,Diesel,1600000,EMP0127,Rafael,Co,Manager,BR029,15000,15000,Bank Financing,EVX 7632
TXN-RG-4681-163,30/04/2022,10/05/2022,CUST01442,Ramon,Garcia,Married,Male,32916,Personal,VEH011PRLAT-DSL,Pearl White,Isuzu,D-MAX,2025,Pick-Up,Automatic,Diesel,1800000,EMP0163,Adrian,Salazar,Manager,BR037,3500,55500,Bank Financing,ZNP 5929
TXN-GS-5357-065,06/03/2024,13/03/2024,CUST00314,Gabriel,Sy,Married,Male,24271,Personal,VEH013GRYAT-ELEC,Gray,BYD,Atto 3,2022,SUV,Automatic,Electric,2190000,EMP0065,Francis,Gonzales,Junior,BR015,12500,49000,Cash,CZH 7753
TXN-RD-5892-034,23/08/2025,02/09/2025,CUST01753,Rey,Del Rosario,Married,Male,25696,Personal,VEH027BLUCVT-HYB,Blue,Chery,Tiggo 5X Pro,2022,SUV,CVT,Hybrid,1520000,EMP0034,Irene,Cabrera,Senior,BR008,35000,73000,In-house Financing,XUO 6860
TXN-NP-4543-023,13/12/2021,23/12/2021,CUST06699,Nicole,Padilla,Married,Female,19844,Personal,VEH006GRNMT-DSL,Green,Hyundai,H-100,2024,Utility,Manual,Diesel,1290000,EMP0023,Rachelle,Garcia,Manager,BR006,8000,42500,Cash,TVP 4886
TXN-DR-4659-149,08/04/2022,11/04/2022,CUST04142,Dianne,Ramos,Single,Female,29758,Personal,VEH030GRYCVT-GAS,Gray,MG,ZS,2022,SUV,CVT,Gas,1070000,EMP0149,Irene,Yap,Manager,BR034,49000,57000,In-house Financing,LDY 6776
TXN-MR-6118-088,06/04/2026,12/04/2026,CUST01750,Michael,Resuello,Single,Male,28611,Business,VEH038ORGMT-DSL,Orange,Toyota,Fortuner,2023,SUV,Manual,Diesel,2260000,EMP0088,Alyssa,Aquino,Junior,BR020,3500,25000,Cash,KVH 0655
TXN-DE-4569-165,08/01/2022,11/01/2022,CUST03930,Daniel,Espiritu,Divorced,Male,22346,Personal,VEH062REDMT-DSL,Red,Hyundai,Accent,2026,Sedan,Manual,Diesel,1170000,EMP0165,Daniel,Lim,Junior,BR037,22500,76000,Bank Financing,DSD 0254
TXN-GR-4394-077,17/07/2021,21/07/2021,CUST05117,Gabriel,Resuello,Married,Male,34438,Personal,VEH019BRNAT-HYB,Brown,Chery,Tiggo 7 Pro,2026,SUV,Automatic,Hybrid,1850000,EMP0077,Alyssa,Morales,Manager,BR018,21500,84500,Cash,XWW 7647
TXN-MR-5903-142,03/09/2025,13/09/2025,CUST07039,Michael,Ramos,Single,Male,28971,Business,VEH022BRNCVT-GAS,Brown,Honda,City,2024,Sedan,CVT,Gas,1180000,EMP0142,Dominic,Flores,Junior,BR032,27500,74000,Bank Financing,GIR 8104
TXN-DD-5809-062,01/06/2025,08/06/2025,CUST06172,Daryl,Dela Cruz,Married,Male,34482,Business,VEH016BRNMT-DSL,Brown,Toyota,Innova,2020,MPV,Manual,Diesel,1460000,EMP0062,Miguel,Santos,Junior,BR014,35500,33000,Bank Financing,HZQ 5340
TXN-MJ-4340-069,24/05/2021,28/05/2021,CUST01729,Miguel,Jacinto,Single,Male,38776,Personal,VEH031REDCVT-GAS,Red,Honda,CR-V,2025,SUV,CVT,Gas,2300000,EMP0069,Gabriel,Chua,Senior,BR016,20000,30500,In-house Financing,HBV 0962
TXN-TA-6152-122,10/05/2026,17/05/2026,CUST06141,Trisha,Aquino,Widowed,Female,17815,Personal,VEH006BRZMT-DSL,Bronze,Hyundai,H-100,2024,Utility,Manual,Diesel,1290000,EMP0122,Hazel,Domingo,Manager,BR028,11000,47000,Bank Financing,XVY 4932
TXN-BC-5859-106,21/07/2025,24/07/2025,CUST03877,Bianca,Cabrera,Single,Female,36469,Personal,VEH050PRLAT-GAS,Pearl White,Kia,Soluto,2022,Sedan,Automatic,Gas,1010000,EMP0106,Bryan,Ramos,Senior,BR024,14000,63000,Cash,KGC 4246
TXN-RM-5632-109,06/12/2024,13/12/2024,CUST08482,Ronald,Mercado,Married,Male,26272,Personal,VEH098ORGAT-GAS,Orange,GAC,GN6,2025,MPV,Automatic,Gas,1400000,EMP0109,Nathaniel,Mercado,Manager,BR025,40500,67500,Cash,XEE 9845
TXN-NF-4451-013,12/09/2021,21/09/2021,CUST01601,Nikko,Flores,Single,Male,35937,Personal,VEH038GRNMT-DSL,Green,Toyota,Fortuner,2023,SUV,Manual,Diesel,2260000,EMP0013,Joshua,Cabrera,Junior,BR003,23500,32000,Cash,EHT 3794
TXN-RO-5493-114,20/07/2024,26/07/2024,CUST04099,Rey,Ong,Single,Male,38328,Personal,VEH045REDAT-GAS,Red,GAC,GS3 Emzoom,2026,SUV,Automatic,Gas,1420000,EMP0114,Paolo,Mercado,Senior,BR026,12000,68500,Bank Financing,SZV 9864
TXN-RC-3876-150,15/02/2020,19/02/2020,CUST01299,Ronald,Cabrera,Single,Male,38088,Personal,VEH091BGEMT-DSL,Beige,Foton,Thunder,2021,Pick-Up,Manual,Diesel,1300000,EMP0150,Angela,Ong,Junior,BR034,49000,22000,Bank Financing,EWA 8792
TXN-SC-5174-061,05/09/2023,12/09/2023,CUST01286,Samantha,Cortez,Single,Female,37621,Personal,VEH092GRNAT-HYB,Green,MG,HS,2023,SUV,Automatic,Hybrid,1860000,EMP0061,Rachelle,Lacson,Senior,BR014,12500,50000,Cash,JHE 4139
TXN-RT-5080-055,03/06/2023,06/06/2023,CUST04372,Rhea,Torres,Single,Female,28378,Personal,VEH064BGEMT-DSL,Beige,Nissan,Urvan,2020,Van,Manual,Diesel,1550000,EMP0055,Oliver,Gonzales,Manager,BR013,72500,15000,Bank Financing,EBH 1763
TXN-DM-6170-006,28/05/2026,01/06/2026,CUST03959,Daniel,Marquez,Single,Male,33518,Personal,VEH056REDAT-GAS,Red,Suzuki,Dzire,2025,Sedan,Automatic,Gas,1040000,EMP0006,Janine,Flores,Mid-Level,BR002,23000,75500,Cash,LIT 6387
TXN-AR-5765-084,18/04/2025,21/04/2025,CUST00364,Allan,Resuello,Married,Male,32560,Business,VEH062BLKAT-DSL,Black,Hyundai,Accent,2026,Sedan,Automatic,Diesel,1280000,EMP0084,Ronald,Navarro,Junior,BR019,123500,18500,Bank Financing,LRZ 9571
TXN-JN-5962-147,01/11/2025,07/11/2025,CUST05044,Juan,Natividad,Single,Male,30552,Business,VEH073ORGAT-ELEC,Orange,Nissan,Leaf,2026,Hatchback,Automatic,Electric,3090000,EMP0147,Julius,Marquez,Junior,BR033,55000,35500,In-house Financing,SNC 0688
TXN-JR-5301-106,10/01/2024,13/01/2024,CUST03768,Jayson,Reyes,Single,Male,35938,Business,VEH035BLKCVT-GAS,Black,Honda,BR-V,2024,SUV,CVT,Gas,1310000,EMP0106,Bryan,Ramos,Senior,BR024,37000,20000,Cash,CCK 8560
TXN-LT-5145-154,07/08/2023,15/08/2023,CUST05099,Luis,Tan,Married,Male,37558,Personal,VEH059GRNAT-GAS,Green,Volkswagen,T-Cross,2024,SUV,Automatic,Gas,1490000,EMP0154,Ronald,Estrella,Manager,BR035,7000,51500,Cash,KXE 8745
TXN-NV-4460-152,21/09/2021,29/09/2021,CUST00974,Nicole,Velasco,Single,Female,29551,Personal,VEH079BRNAT-GAS,Brown,Mazda,CX-3,2020,SUV,Automatic,Gas,1400000,EMP0152,Anthony,Tolentino,Senior,BR034,31000,79000,Bank Financing,PVX 7921
TXN-JS-4098-126,24/09/2020,27/09/2020,CUST06128,Juan,Sy,Single,Male,27755,Personal,VEH008BRZAT-HYB,Bronze,Ford,Territory,2025,SUV,Automatic,Hybrid,2020000,EMP0126,Jay,Flores,Junior,BR028,46000,80500,Cash,CEV 0901
TXN-IR-6110-097,29/03/2026,03/04/2026,CUST01653,Ivan,Resuello,Married,Male,25471,Personal,VEH091BGEMT-DSL,Beige,Foton,Thunder,2021,Pick-Up,Manual,Diesel,1300000,EMP0097,Bryan,Tan,Mid-Level,BR022,0,68000,In-house Financing,YUV 1061
TXN-HO-5908-135,08/09/2025,16/09/2025,CUST06501,Hazel,Ong,Married,Female,33598,Personal,VEH012GRYCVT-GAS,Gray,Chery,Tiggo 2 Pro,2023,SUV,CVT,Gas,1020000,EMP0135,Jose,Ong,Senior,BR030,16000,38500,In-house Financing,UAV 4994
TXN-EP-5923-063,23/09/2025,26/09/2025,CUST06953,Elaine,Padilla,Widowed,Female,18659,Personal,VEH098PRLAT-GAS,Pearl White,GAC,GN6,2025,MPV,Automatic,Gas,1400000,EMP0063,Jasmine,Aquino,Mid-Level,BR014,0,50500,In-house Financing,OSK 8456
TXN-BF-5368-167,17/03/2024,26/03/2024,CUST03735,Bianca,Fernandez,Married,Female,17149,Personal,VEH030BRZAT-GAS,Bronze,MG,ZS,2022,SUV,Automatic,Gas,1170000,EMP0167,Elaine,Uy,Manager,BR038,40000,37000,In-house Financing,XIR 7413
TXN-SA-3858-152,28/01/2020,06/02/2020,CUST01473,Sarah,Aguilar,Married,Female,22725,Personal,VEH009SLVAT-HYB,Silver,Kia,Sorento,2022,SUV,Automatic,Hybrid,2730000,EMP0152,Anthony,Tolentino,Senior,BR034,29500,27000,Bank Financing,FXY 4017
TXN-VD-4711-047,30/05/2022,09/06/2022,CUST02468,Vincent,Dela Cruz,Married,Male,37494,Personal,VEH056BLUMT-GAS,Blue,Suzuki,Dzire,2025,Sedan,Manual,Gas,840000,EMP0047,Kristine,Villanueva,Junior,BR011,7000,36000,Cash,JHE 8499
TXN-AN-5660-149,03/01/2025,11/01/2025,CUST06034,Angelo,Navarro,Single,Male,35237,Personal,VEH090ORGAT-ELEC,Orange,BYD,Atto 3,2025,SUV,Automatic,Electric,2220000,EMP0149,Irene,Yap,Manager,BR034,245500,71500,Bank Financing,HVN 6628
TXN-ME-6022-090,31/12/2025,07/01/2026,CUST06787,Maria,Espiritu,Single,Female,32661,Personal,VEH066WHTAT-GAS,White,Peugeot,3008,2020,SUV,Automatic,Gas,2110000,EMP0090,Erika,Vargas,Junior,BR020,71000,16000,Bank Financing,MFX 4525
TXN-MG-4578-023,17/01/2022,20/01/2022,CUST01563,Mark,Gonzales,Single,Male,31450,Personal,VEH008BRZAT-HYB,Bronze,Ford,Territory,2025,SUV,Automatic,Hybrid,2020000,EMP0023,Rachelle,Garcia,Manager,BR006,37000,54000,Bank Financing,NBU 7128
TXN-CB-5632-012,06/12/2024,10/12/2024,CUST07095,Camille,Bernardo,Widowed,Female,27728,Business,VEH026REDAT-GAS,Red,Volkswagen,Santana,2020,Sedan,Automatic,Gas,780000,EMP0012,Francis,Morales,Senior,BR003,126500,75500,Bank Financing,SGD 8248
TXN-JN-5182-044,13/09/2023,23/09/2023,CUST04567,Jasmine,Navarro,Divorced,Female,19743,Personal,VEH065BLUMT-DSL,Blue,Foton,Transvan,2025,Van,Manual,Diesel,1480000,EMP0044,Jay,Estrada,Junior,BR010,4000,32500,Cash,PRW 0016
TXN-ES-5080-178,03/06/2023,11/06/2023,CUST01490,Erika,Soriano,Divorced,Female,19117,Personal,VEH018GRYAT-DSL,Gray,Nissan,Terra,2025,SUV,Automatic,Diesel,2180000,EMP0178,Emmanuel,Soriano,Mid-Level,BR040,0,20500,Trade-in + Financing,YSC 8996
TXN-JT-5937-048,07/10/2025,13/10/2025,CUST07515,Jeffrey,Tolentino,Single,Male,36617,Business,VEH058BRNAT-DSL,Brown,Mitsubishi,Montero Sport,2023,SUV,Automatic,Diesel,2080000,EMP0048,Grace,Cabrera,Mid-Level,BR011,3500,45000,Bank Financing,RQV 0740
TXN-VS-5966-059,05/11/2025,13/11/2025,CUST00903,Vincent,Santiago,Single,Male,32107,Personal,VEH080BRZCVT-GAS,Bronze,Toyota,Avanza,2023,MPV,CVT,Gas,1180000,EMP0059,Clarisse,Ramos,Manager,BR014,10000,68000,Cash,XHD 1768
TXN-LR-4099-152,25/09/2020,28/09/2020,CUST08512,Lyn,Resuello,Married,Female,27446,Business,VEH081REDAT-DSL,Red,Isuzu,mu-X,2023,SUV,Automatic,Diesel,2080000,EMP0152,Anthony,Tolentino,Senior,BR034,0,66000,In-house Financing,OUT 4978
TXN-AD-4449-099,10/09/2021,20/09/2021,CUST06003,Angelo,Dela Cruz,Married,Male,31193,Personal,VEH086BLKAT-HYB,Black,Kia,Sorento,2026,SUV,Automatic,Hybrid,2930000,EMP0099,Julius,Manalo,Junior,BR022,27000,21000,In-house Financing,EWP 2801
TXN-CC-6111-038,30/03/2026,09/04/2026,CUST03188,Christian,Co,Single,Male,36195,Business,VEH075BGEMT-GAS,Beige,Hyundai,Stargazer,2022,MPV,Manual,Gas,1080000,EMP0038,Francis,Chua,Junior,BR009,33500,72500,Bank Financing,IUS 8919
TXN-JD-3935-053,14/04/2020,18/04/2020,CUST08712,Jennifer,Dela Cruz,Married,Female,32942,Personal,VEH098PRLAT-GAS,Pearl White,GAC,GN6,2025,MPV,Automatic,Gas,1400000,EMP0053,Regina,Estrada,Senior,BR012,73000,46500,Bank Financing,TWN 0732
TXN-PC-5934-038,04/10/2025,11/10/2025,CUST01498,Princess,Co,Single,Female,25566,Personal,VEH062GRYMT-GAS,Gray,Hyundai,Accent,2026,Sedan,Manual,Gas,940000,EMP0038,Francis,Chua,Junior,BR009,18500,37500,Bank Financing,FTJ 0572
TXN-LG-4164-074,29/11/2020,09/12/2020,CUST00834,Lara,Go,Single,Female,36638,Personal,VEH018BRZAT-DSL,Bronze,Nissan,Terra,2025,SUV,Automatic,Diesel,2180000,EMP0074,Andrea,Salazar,Mid-Level,BR017,0,23000,Bank Financing,AJX 2477
TXN-CS-5088-084,11/06/2023,14/06/2023,CUST00786,Christian,Santiago,Married,Male,17945,Personal,VEH067PRLAT-GAS,Pearl White,Toyota,Rush,2023,SUV,Automatic,Gas,1360000,EMP0084,Ronald,Navarro,Junior,BR019,57500,31000,In-house Financing,AWX 8410
TXN-JV-4632-157,12/03/2022,20/03/2022,CUST02696,Janelle,Villanueva,Single,Female,39336,Personal,VEH076ORGMT-GAS,Orange,Toyota,Raize,2020,SUV,Manual,Gas,830000,EMP0157,Rachelle,Castillo,Senior,BR035,8500,30500,Trade-in + Financing,NKI 4250
TXN-CC-5142-025,04/08/2023,13/08/2023,CUST06510,Christian,Chan,Single,Male,38346,Business,VEH021BLKAT-GAS,Black,GAC,GN6,2020,MPV,Automatic,Gas,1190000,EMP0025,Mikaela,Aquino,Mid-Level,BR006,76000,28500,In-house Financing,OOJ 4502
TXN-HL-4248-152,21/02/2021,03/03/2021,CUST06672,Hazel,Luna,Single,Female,28945,Personal,VEH077SLVMT-DSL,Silver,Mitsubishi,L300,2022,Utility,Manual,Diesel,930000,EMP0152,Anthony,Tolentino,Senior,BR034,18500,17500,Bank Financing,OWX 2663
TXN-RR-6135-174,23/04/2026,01/05/2026,CUST06518,Regina,Reyes,Married,Female,25755,Personal,VEH008BRZAT-HYB,Bronze,Ford,Territory,2025,SUV,Automatic,Hybrid,2020000,EMP0174,Harold,Salazar,Mid-Level,BR039,12500,84500,Bank Financing,KJI 5002
TXN-NR-4247-063,20/02/2021,01/03/2021,CUST00589,Nicole,Rosales,Married,Female,33910,Personal,VEH052BLKAT-HYB,Black,BYD,Tang,2026,SUV,Automatic,Hybrid,3690000,EMP0063,Jasmine,Aquino,Mid-Level,BR014,0,35000,Bank Financing,IWM 4154
TXN-GM-4233-024,06/02/2021,12/02/2021,CUST04729,Gleecy,Martinez,Divorced,Female,26706,Personal,VEH090BGEAT-ELEC,Beige,BYD,Atto 3,2025,SUV,Automatic,Electric,2220000,EMP0024,Elaine,Tan,Junior,BR006,28000,34000,Cash,BXX 9989
TXN-AA-4885-106,20/11/2022,29/11/2022,CUST00527,Aileen,Alcantara,Single,Female,38864,Personal,VEH035GRNCVT-GAS,Green,Honda,BR-V,2024,SUV,CVT,Gas,1310000,EMP0106,Bryan,Ramos,Senior,BR024,64000,40500,Cash,OTY 3456
TXN-MS-5876-144,07/08/2025,16/08/2025,CUST04140,Mae,Salazar,Married,Female,28938,Personal,VEH073WHTAT-ELEC,White,Nissan,Leaf,2026,Hatchback,Automatic,Electric,3090000,EMP0144,Kristine,Gonzales,Senior,BR032,17000,82500,Trade-in + Financing,ELY 8415
TXN-IS-5726-083,10/03/2025,19/03/2025,CUST05435,Irene,Soriano,Married,Female,34525,Personal,VEH076ORGMT-GAS,Orange,Toyota,Raize,2020,SUV,Manual,Gas,830000,EMP0083,Regina,Abad,Senior,BR019,19500,71000,In-house Financing,BOS 7324
TXN-JT-6066-041,13/02/2026,21/02/2026,CUST07642,Janine,Tan,Married,Female,22804,Personal,VEH057BRNAT-GAS,Brown,Mazda,Mazda2,2026,Sedan,Automatic,Gas,1340000,EMP0041,Kristine,Navarro,Manager,BR010,88500,68500,Bank Financing,TRF 6764
TXN-MD-4488-106,19/10/2021,27/10/2021,CUST04365,Marvin,Del Rosario,Married,Male,23183,Business,VEH066BGEAT-GAS,Beige,Peugeot,3008,2020,SUV,Automatic,Gas,2110000,EMP0106,Bryan,Ramos,Senior,BR024,0,38500,Cash,SLE 4307
TXN-PC-5175-116,06/09/2023,14/09/2023,CUST08562,Patrick,Cruz,Single,Male,29601,Personal,VEH029SLVAT-HYB,Silver,Suzuki,Ertiga,2026,MPV,Automatic,Hybrid,1630000,EMP0116,Vincent,Ramos,Mid-Level,BR026,0,76000,In-house Financing,FFA 1888
TXN-PF-4903-129,08/12/2022,12/12/2022,CUST04079,Paul,Flores,Married,Male,35632,Personal,VEH059SLVAT-GAS,Silver,Volkswagen,T-Cross,2024,SUV,Automatic,Gas,1490000,EMP0129,Rafael,Rosales,Mid-Level,BR029,35500,52000,Bank Financing,ULW 7481
TXN-SM-5429-046,17/05/2024,26/05/2024,CUST00653,Sarah,Morales,Widowed,Female,20204,Business,VEH078BRNAT-DSL,Brown,Hyundai,Tucson,2025,SUV,Automatic,Diesel,1980000,EMP0046,Jerome,Bautista,Manager,BR011,7500,26000,Bank Financing,NQY 2190
TXN-AP-4670-149,19/04/2022,24/04/2022,CUST05545,Aaron,Pascual,Single,Male,35550,Personal,VEH047BLKCVT-GAS,Black,Mitsubishi,Mirage G4,2020,Sedan,CVT,Gas,880000,EMP0149,Irene,Yap,Manager,BR034,35500,21000,Bank Financing,OEA 1818
